Sr.No,Address,City,State_code,Country,Rental_Price,Deposit
1652,"Orlando, FL",Orlando,FL,USA,713170,
1653,"6022 Village Circle North, Orlando, FL 32822, USA",Orlando,FL,USA,119693,
1654,"Orlando, FL, 32896",Orlando,FL,USA,408951,
1655,"910 Pinedale Avenue, Orange County, FL 32808, USA",Orlando,FL,USA,153772,
1656,"4171 Versailles Drive, Orlando, FL 32808, USA",Orlando,FL,USA,137148,
1657,"10301 Manderley Way, Orange County, FL 32829, USA",Orlando,FL,USA,74808,
1658,"Eagle Creek Center Boulevard, Orange County, FL 32832, USA",Orlando,FL,USA,216112,
1659,"Orlando, FL",Orlando,FL,USA,875254,
1660,"Robert Trends Jones Drive, MetroWest, Orlando, FL 32835, USA",Orlando,FL,USA,141304,
1661,"Orlando, FL",Orlando,FL,USA,613426,
1662,"Orlando, FL",Orlando,FL,USA,2241747,
1663,"Orlando, FL, 32896",Orlando,FL,USA,546099,
1664,"Orlando, FL",Orlando,FL,USA,289258,
1665,"Boldface Drive, Orange County, FL 32832, USA",Orlando,FL,USA,207800,
1666,"Pep Boys Auto Service & Tire, Perkinshire Lane, Orlando, FL 32812, USA",Orlando,FL,USA,120524,
1667,"6111 Curry Ford Road, Orlando, FL 32822, USA",Orlando,FL,USA,166240,
1668,"Orlando, FL",Orlando,FL,USA,304220,
1669,"unnamed road, Orlando, FL 32811, USA",Orlando,FL,USA,166240,
1670,"clicks, Elizabethan Drive, Orlando, FL 32812, USA",Orlando,FL,USA,103485,
1671,"11683 Lake Willis Drive, Orange County, FL 32821, USA",Orlando,FL,USA,153772,
1672,"Rangeley Court, Orange County, FL 32835, USA",Orlando,FL,USA,145460,
1673,"9915 Leland Drive, Orlando, FL 32827, USA",Orlando,FL,USA,228580,
1674,"Orlando, FL",Orlando,FL,USA,241880,
1675,"Winter Park, FL",Orlando,FL,USA,760548,
1676,"Orlando, FL",Orlando,FL,USA,595971,
1677,"Orlando, FL",Orlando,FL,USA,249360,
1678,"Orlando, FL",Orlando,FL,USA,466304,
1679,"Orlando, FL",Orlando,FL,USA,548592,
1680,"Orlando, FL",Orlando,FL,USA,561060,
1681,"2288 Fleet Circle, Orange County, FL 32817, USA",Orlando,FL,USA,163498,
1682,"3683 East Kaley Avenue, Conway, FL 32812, USA",Orlando,FL,USA,199488,
1683,"Orlando, FL",Orlando,FL,USA,516176,
1684,"Orlando, FL, 32896",Orlando,FL,USA,842837,
1685,"Vista Cay at Harbor Square, Shoreway Loop, Orange County, FL 32819, USA",Orlando,FL,USA,187020,
1686,"3351 Parkchester Square Boulevard, MetroWest, Orlando, FL 32835, USA",Orlando,FL,USA,165825,
1687,"4181 Ethan Lane, Orlando, FL 32814, USA",Orlando,FL,USA,107973,
1688,"Orlando, FL",Orlando,FL,USA,496227,
1689,"Forest Avenue, Orlando, FL 32803, USA",Orlando,FL,USA,207800,
1690,"Orlando, FL",Orlando,FL,USA,478772,
1691,"Cason Cove Drive, Orlando, FL, USA",Orlando,FL,USA,120524,
1692,"Orlando, FL, 32896",Orlando,FL,USA,511188,
1693,"11257 Taeda Drive, Orange County, FL 32832, USA",Orlando,FL,USA,232321,
1694,"Orlando, FL",Orlando,FL,USA,324168,
1695,"Orlando, FL",Orlando,FL,USA,800446,
1696,"Orlando, FL",Orlando,FL,USA,341624,
1697,"Orlando, FL",Orlando,FL,USA,618413,
1698,"Orlando, FL",Orlando,FL,USA,224424,
1699,"Orlando, FL",Orlando,FL,USA,3057154,
1700,"Rosalind Avenue, Orlando, FL 32885, USA",Orlando,FL,USA,174552,
1701,"Orlando, FL, 32896",Orlando,FL,USA,1670712,
1702,"6846 Sperone Street, Orlando, FL 32819, USA",Orlando,FL,USA,207800,
1703,"Orlando, FL, 32896",Orlando,FL,USA,1493667,
1704,"Orlando, FL, 32896",Orlando,FL,USA,1069755,
1705,"Orlando, FL",Orlando,FL,USA,199488,
1706,"Piccadilly Lane, MetroWest, Orlando, FL 32835, USA",Orlando,FL,USA,113626,
1707,"Orlando, FL",Orlando,FL,USA,391496,
1708,"6041 Balboa Drive, Orange County, FL 32808, USA",Orlando,FL,USA,182864,
1709,"10714 Cabbage Tree Loop, Orange County, FL 32825, USA",Orlando,FL,USA,228580,
1710,"3511 Windy Walk Way, Orange County, FL 32837, USA",Orlando,FL,USA,145460,
1711,"Solstice Circle, Orange County, FL 32821, USA",Orlando,FL,USA,178708,
1712,"Tradition Parkway, Orlando, FL 32839, USA",Orlando,FL,USA,182449,
1713,"Orlando, FL",Orlando,FL,USA,748080,
1714,"unnamed road, Orlando, FL 32827, USA",Orlando,FL,USA,70652,
1715,"Orlando, FL",Orlando,FL,USA,224424,
1716,"West Harding Street, Orlando, FL 32806, USA",Orlando,FL,USA,224424,
1717,"11022 Whistling Pine Way, Orange County, FL 32832, USA",Orlando,FL,USA,228580,
1718,"Orlando, FL",Orlando,FL,USA,538618,
1719,"Orlando, FL",Orlando,FL,USA,608439,
1720,"2221 Herbert Lane, Orlando, FL 32805, USA",Orlando,FL,USA,124680,
1721,"Tidal Alley, Orange County, FL 32829, USA",Orlando,FL,USA,236892,
1722,"Orlando, FL",Orlando,FL,USA,483759,
1723,"7584 Marietta Street, Orange County, FL 32807, USA",Orlando,FL,USA,374040,
1724,"Orlando, FL",Orlando,FL,USA,127174,
1725,"Clementon Park Court, Orange County, FL 32835, USA",Orlando,FL,USA,120524,
1726,"12012 Villanova Drive, Hunter's Creek, Orange County, FL 32837, USA",Orlando,FL,USA,224424,
1727,"Orlando, FL, 32896",Orlando,FL,USA,635868,
1728,"618 Webster Avenue, Winter Park, FL 32789, USA",Orlando,FL,USA,174552,
1729,"Orlando, FL",Orlando,FL,USA,765536,
1730,"Orlando, FL",Orlando,FL,USA,967517,
1731,"Plymouth Street, University Park, Alafaya, FL 32816, USA",Orlando,FL,USA,110134,
1732,"Orlando, FL",Orlando,FL,USA,2346478,
1733,"Orlando, FL",Orlando,FL,USA,366560,
1734,"Orlando, FL, 32896",Orlando,FL,USA,588490,
1735,"unnamed road, Orlando, FL 32885, USA",Orlando,FL,USA,164162,
1736,"2023 Dixie Belle Drive, Orlando, FL 32812, USA",Orlando,FL,USA,166240,
1737,"Orlando, FL",Orlando,FL,USA,653324,
1738,"330 Vanderbilt Street, Orlando, FL 32804, USA",Orlando,FL,USA,241048,
1739,"unnamed road, Orlando, FL 32808, USA",Orlando,FL,USA,145460,
1740,"Orlando, FL",Orlando,FL,USA,1054793,
1741,"Orlando, FL",Orlando,FL,USA,685740,
1742,"4100 Pershing Pointe Place, Conway, FL 32822, USA",Orlando,FL,USA,132577,
1743,"Orlando, FL",Orlando,FL,USA,356585,
1744,"657 Minnesota Avenue, Winter Park, FL 32789, USA",Orlando,FL,USA,162084,
1745,"4443 Thornbriar Lane, Orlando, FL 32822, USA",Orlando,FL,USA,108056,
1746,"Orlando, FL",Orlando,FL,USA,780497,
1747,"3122 Natoma Way, Orange County, FL 32825, USA",Orlando,FL,USA,199073,
1748,"Orlando, FL",Orlando,FL,USA,1147056,
1749,"Orlando, FL",Orlando,FL,USA,778004,
1750,"Orlando, FL",Orlando,FL,USA,491240,
1751,"Orlando, FL, 32896",Orlando,FL,USA,907671,
1752,"7404 Cypress Grove Road, Dr. Phillips, FL 32819, USA",Orlando,FL,USA,349104,
1753,"Orlando, FL",Orlando,FL,USA,436380,
1754,"Orlando, FL, 32896",Orlando,FL,USA,655817,
1755,"Orlando, FL",Orlando,FL,USA,261828,
1756,"Orlando, FL",Orlando,FL,USA,187020,
1757,"unnamed road, Orlando, FL 32812, USA",Orlando,FL,USA,108056,
1758,"Orlando, FL, 32896",Orlando,FL,USA,1398910,
1759,"Orlando, FL",Orlando,FL,USA,356585,
1760,"Orlando, FL",Orlando,FL,USA,398976,
1761,"Madison Pointe Circle, Orange County, FL 32821, USA",Orlando,FL,USA,122602,
1762,"Heintzelman Boulevard, Orlando, FL 32827, USA",Orlando,FL,USA,290837,
1763,"Orlando, FL",Orlando,FL,USA,675766,
1764,"7355 Spring Villas Circle, Dr. Phillips, FL 32819, USA",Orlando,FL,USA,257672,
1765,"Lake Baldwin Outpatient Clinic, 5201 Raymond Street, Orlando, FL 32812, USA",Orlando,FL,USA,149533,
1766,"Orlando, FL",Orlando,FL,USA,241880,
1767,"Vineland Road, Orlando, FL 32811, USA",Orlando,FL,USA,74808,
1768,"895 Wingo Street, Orlando, FL 32803, USA",Orlando,FL,USA,128836,
1769,"Orlando, FL",Orlando,FL,USA,491240,
1770,"12988 Penn Station Court, Orange County, FL 32821, USA",Orlando,FL,USA,174552,
1771,"Tradition Parkway, Orlando, FL 32839, USA",Orlando,FL,USA,120524,
1772,"5852 Labelle Street, Belle Isle, Orange County, FL 32809, USA",Orlando,FL,USA,241048,
1773,"1936 Rouse Road, Alafaya, FL 32817, USA",Orlando,FL,USA,149616,
1774,"Orlando, FL",Orlando,FL,USA,349104,
1775,"9092 Fort Jefferson Boulevard, Orange County, FL 32822, USA",Orlando,FL,USA,220268,
1776,"River Park Boulevard, Orange County, FL 32817, USA",Orlando,FL,USA,68159,
1777,"Stanza Way, Orange County, FL 32832, USA",Orlando,FL,USA,220268,
1778,"Longmeadow Park Street, Orlando, FL 32811, USA",Orlando,FL,USA,124680,
1779,"Orlando, FL",Orlando,FL,USA,723144,
1780,"2591 Marzel Avenue, Conway, FL 32806, USA",Orlando,FL,USA,315856,
1781,"3740 Lawson Drive, Orlando, FL 32806, USA",Orlando,FL,USA,166240,
1782,"Orlando, FL",Orlando,FL,USA,284271,
1783,"Orlando, FL",Orlando,FL,USA,341624,
1784,"Metrowest Boulevard, Orlando, FL 32811, USA",Orlando,FL,USA,149201,
1785,"Orlando, FL",Orlando,FL,USA,441368,
1786,"2616 Vindale Street, Orange County, FL 32818, USA",Orlando,FL,USA,168734,
1787,12559 Willstatter Ave,Orlando,FL,USA,265984,265984
1788,"Orlando, FL, 32896",Orlando,FL,USA,895203,
1789,"Northlawn Way, Orlando, FL 32811, USA",Orlando,FL,USA,248945,
1790,"Orlando, FL, 32896",Orlando,FL,USA,875254,
1791,"Orlando, FL",Orlando,FL,USA,249360,
1792,"Orlando, FL",Orlando,FL,USA,581009,
1793,"Orlando, FL, 32896",Orlando,FL,USA,1590917,
1794,"Orlando, FL",Orlando,FL,USA,862786,
1795,"Orlando, FL",Orlando,FL,USA,556073,
1796,"Madison Pointe Circle, Orange County, FL 32821, USA",Orlando,FL,USA,170396,
1797,"Shingle Creek Trail, Orlando, FL 32811, USA",Orlando,FL,USA,145460,
1798,"Shackelford Court, Orange County, FL 32862, USA",Orlando,FL,USA,216112,
1799,"1506 Silver Star Road, Fairvilla, Orange County, FL 32804, USA",Orlando,FL,USA,129668,
1800,"The Isles at Cay Commons, Break Drive, Orange County, FL 32819, USA",Orlando,FL,USA,641354,
1801,"2490 Amherst Avenue, Orlando, FL 32804, USA",Orlando,FL,USA,199488,
1802,"2105 Beatrice Drive, Fairview Shores CDP, Orange County, FL 32810, USA",Orlando,FL,USA,165825,
1803,"Orlando, FL",Orlando,FL,USA,670779,
1804,"Orlando, FL",Orlando,FL,USA,271803,
1805,"9199 Hastings Beach Boulevard, Orlando, FL 32829, USA",Orlando,FL,USA,166240,
1806,"Orlando, FL, 32896",Orlando,FL,USA,496227,
1807,"Orlando, FL",Orlando,FL,USA,321675,
1808,"Orlando Street, Orlando, FL 32804, USA",Orlando,FL,USA,307129,
1809,"Orlando, FL",Orlando,FL,USA,578516,
1810,"Lazy Oaks Drive, Goldenrod, Seminole County, FL 32972, USA",Orlando,FL,USA,166240,
1811,"Orlando, FL",Orlando,FL,USA,441368,
1812,"5159 City Street, Orlando, FL 32839, USA",Orlando,FL,USA,124680,
1813,"Orlando, FL",Orlando,FL,USA,930113,
1814,"Pine Hills, FL, US",Orlando,FL,USA,70902,
1815,"Orlando, FL",Orlando,FL,USA,598464,
1816,"Orlando, FL",Orlando,FL,USA,403964,
1817,"5504 Metrowest Boulevard, Orlando, FL 32811, USA",Orlando,FL,USA,178708,
1818,"The Isles at Cay Commons, Break Drive, Orange County, FL 32859, USA",Orlando,FL,USA,228580,
1819,"8128 Sparrow Drive, Orange County, FL 32825, USA",Orlando,FL,USA,128836,
1820,"Rosalind Avenue, Orlando, FL 32885, USA",Orlando,FL,USA,116368,
1821,"Orlando, FL",Orlando,FL,USA,982479,
1822,"Orlando, FL",Orlando,FL,USA,553580,
1823,"2406 Swailes Drive, Orange County, FL 32837, USA",Orlando,FL,USA,137148,
1824,"Orlando, FL",Orlando,FL,USA,668285,
1825,"Orlando, FL",Orlando,FL,USA,438874,
1826,"15077 Braywood Trail, Meadow Woods, Orange County, FL 32824, USA",Orlando,FL,USA,245204,
1827,"Orlando, FL",Orlando,FL,USA,189514,
1828,"Orlando, FL",Orlando,FL,USA,458823,
1829,"9995 Chorlton Circle, Orange County, FL 32832, USA",Orlando,FL,USA,315856,
1830,"Orlando, FL",Orlando,FL,USA,685740,
1831,"Orlando, FL",Orlando,FL,USA,805433,
1832,"Orlando, FL",Orlando,FL,USA,339130,
1833,"Simpson Road, Orange County, FL 34743, USA",Orlando,FL,USA,232736,
1834,"14560 Musket Fire Lane, Hunter's Creek, Orange County, FL 32837, USA",Orlando,FL,USA,207800,
1835,"Orlando, FL, 32896",Orlando,FL,USA,763042,
1836,"Orlando, FL",Orlando,FL,USA,286764,
1837,"Orlando, FL",Orlando,FL,USA,351598,
1838,"S Bumby Ave, Unit 3128",Orlando,FL,USA,135070,135070
1839,"6412 Yarmouth Ct, Unit 6412",Orlando,FL,USA,216112,232736
1840,"Orlando, FL",Orlando,FL,USA,581009,
1841,"1598 Noble Place, Orlando, FL 32801, USA",Orlando,FL,USA,116368,
1842,"695 Wechsler Circle, Southchase, Orange County, FL 32824, USA",Orlando,FL,USA,207800,
1843,"6516 Swissco Drive, Orlando, FL 32822, USA",Orlando,FL,USA,132577,
1844,"6497 Old Park Lane, MetroWest, Orlando, FL 32835, USA",Orlando,FL,USA,149201,
1845,"Orlando, FL",Orlando,FL,USA,286764,
1846,"Orlando, FL, 32896",Orlando,FL,USA,730625,
1847,"Orlando, FL",Orlando,FL,USA,471291,
1848,"unnamed road, MetroWest, Orlando, FL 32835, USA",Orlando,FL,USA,174552,
1849,"Arnprior, ON K7S 3T2, Canada",Ottawa,ON,Canada,752153,
1850,"Hammond, ON K0A 2A0, Canada",Ottawa,ON,Canada,250690,
1851,"Quyon, QC J0X 2V0, Canada",Ottawa,ON,Canada,562474,
1852,"255 York Street, Ottawa, ON K1N 5T9, Canada",Ottawa,ON,Canada,98498,
1853,"32 Eagleview Street, Ottawa, ON K2M 2P2, Canada",Ottawa,ON,Canada,89022,
1854,"Gatineau, QC J8P 1P3, Canada",Ottawa,ON,Canada,325249,
1855,"Ottawa, ON K1S 5W9, Canada",Ottawa,ON,Canada,281195,
1856,"New Edinburgh, Gatineau, QC J8X 3W9, Canada",Ottawa,ON,Canada,149118,
1857,"Nepean, ON K2G 4X8, Canada",Ottawa,ON,Canada,392992,
1858,"300 Lett Street, Ottawa, ON K1R 0B8, Canada",Ottawa,ON,Canada,363484,
1859,"Gatineau, QC J8X 2K1, Canada",Ottawa,ON,Canada,223593,
1860,"Ottawa, Beacon Hill-Cyrville, ON, CA",Ottawa,ON,Canada,83120,12468
1861,32 Rutherford Crescent,Ottawa,ON,Canada,559066,
1862,"Gloucester, ON K1T 0A9, Canada",Ottawa,ON,Canada,450594,
1863,"2670 Baynes Sound Way, Ottawa, ON K2J 0S7, Canada",Ottawa,ON,Canada,207717,
1864,"121 Renfrew Avenue, Ottawa, ON K1S 2C9, Canada",Ottawa,ON,Canada,337468,
1865,"(Old) Ottawa, Hunt Club, ON, CA",Ottawa,ON,Canada,64834,9726
1866,"86 Rallidale Street, Ottawa, ON K1X 1G6, Canada",Ottawa,ON,Canada,249194,
1867,"250 Presland Road, Ottawa, ON K1J 9L9, Canada",Ottawa,ON,Canada,259584,
1868,2849 W Obsidian St,Ottawa,ON,Canada,237142,174552
1869,"Kitchissippi, Ottawa, ON K1Z 6R4, Canada",Ottawa,ON,Canada,467550,
1870,"(Old) Ottawa, Capital, ON, CA",Ottawa,ON,Canada,94757,14214
1871,"Whitehaven, Ottawa, ON K2C 2W1, Canada",Ottawa,ON,Canada,291419,
1872,"Gatineau, QC J8T 2G7, Canada",Ottawa,ON,Canada,498056,
1873,"1737 Winter Rose Lane, Ottawa, ON K1C 7A2, Canada",Ottawa,ON,Canada,72066,
1874,"District St - Raymond - Vanier, Gatineau, QC J8Y 1T7, Canada",Ottawa,ON,Canada,274463,
1875,"Gatineau, QC J9J 3T7, Canada",Ottawa,ON,Canada,606444,
1876,"Gatineau, Hull, QC, CA",Ottawa,ON,Canada,74808,11222
1877,"Gatineau, QC J9A 3W4, Canada",Ottawa,ON,Canada,145710,
1878,"River Landing Avenue, Ottawa, ON K2J 6E2, Canada",Ottawa,ON,Canada,280364,
1879,"District du Lac-Beauchamp, Gatineau, QC J8P 5P8, Canada",Ottawa,ON,Canada,409948,
1880,"Aylmer, Gatineau, QC J9J 2C9, Canada",Ottawa,ON,Canada,149118,
1881,"Gatineau, QC J8R 3V3, Canada",Ottawa,ON,Canada,223593,
1882,"Hull, Gatineau, QC J8Y 2G3, Canada",Ottawa,ON,Canada,559066,
1883,"Ottawa, Stittsville, ON, CA",Ottawa,ON,Canada,78964,11887
1884,"New Edinburgh, Gatineau, QC J8X 3W9, Canada",Ottawa,ON,Canada,271055,
1885,"Kanata North, Kanata, ON K2K 3K8, Canada",Ottawa,ON,Canada,199904,
1886,"707 Derreen Avenue, Ottawa, ON K2V 1E2, Canada",Ottawa,ON,Canada,249194,
1887,"9 Majestic Drive, Ottawa, ON K2G 1W2, Canada",Ottawa,ON,Canada,95588,
1888,"Gatineau, QC J8T 7Y5, Canada",Ottawa,ON,Canada,440453,
1889,"Altavista, Ottawa, ON K1G 1S1, Canada",Ottawa,ON,Canada,464143,
1890,"Carleton Place, ON K7C 3H4, Canada",Ottawa,ON,Canada,345613,
1891,122 Young St,Ottawa,ON,Canada,498056,
1892,85 Albert Street,Ottawa,ON,Canada,355754,
1893,"New Edinburgh, Gatineau, QC J8T 2V8, Canada",Ottawa,ON,Canada,565798,
1894,"Carleton Place, ON K7C 3H2, Canada",Ottawa,ON,Canada,311700,
1895,12255 Chorus Drive,Ottawa,ON,Canada,406540,249360
1896,"18 Woodlawn Avenue, Ottawa, ON K1S 5A7, Canada",Ottawa,ON,Canada,342704,
1897,"Orleans, ON K4A 4T7, Canada",Ottawa,ON,Canada,125345,
1898,"Carleton Place, ON K7C 0B4, Canada",Ottawa,ON,Canada,616668,
1899,102 Upminster E,Ottawa,ON,Canada,224757,496227
1900,201 Queen St,Ottawa,ON,Canada,321841,
1901,"Mooney's Bay, Ottawa, ON K1V 6N8, Canada",Ottawa,ON,Canada,321841,
1902,"(Old) Ottawa, Rideau-Rockcliffe, ON, CA",Ottawa,ON,Canada,113875,17040
1903,1/15-23 Market Street,Ottawa,ON,Canada,2883350,
1904,"Gatineau, QC J8R 4C2, Canada",Ottawa,ON,Canada,362570,
1905,"Gatineau, Le Plateau, QC, CA",Ottawa,ON,Canada,74808,11222
1906,"61 Saddle Crescent, (Old) Ottawa, ON K1G 5N6, Canada",Ottawa,ON,Canada,1617765,28428
1907,343011 Side Road 23,Ottawa,ON,Canada,1257024,
1908,"Theo Residence, 305 Rideau Street, Ottawa, ON K1N 5Y4, Canada",Ottawa,ON,Canada,110716,
1909,"Gatineau, Mountain View, QC, CA",Ottawa,ON,Canada,66081,9892
1910,"Aylmer, Gatineau, QC J9H 5P5, Canada",Ottawa,ON,Canada,321841,
1911,"Gatineau, QC J9A 3E6, Canada",Ottawa,ON,Canada,213453,
1912,"Gatineau, Aylmer, QC, CA",Ottawa,ON,Canada,232736,34911
1913,"Nepean, ON K2J 5Y7, Canada",Ottawa,ON,Canada,376118,
1914,"341 Athlone Avenue, Ottawa, ON K1Z 5M3, Canada",Ottawa,ON,Canada,238804,
1915,"3 Marcay Street, Ottawa, ON K2G 2P9, Canada",Ottawa,ON,Canada,238804,
1916,"Ottawa, ON K2J 4J7, Canada",Ottawa,ON,Canada,399808,
1917,"Aylmer, Gatineau, QC J9H 2L9, Canada",Ottawa,ON,Canada,1131679,
1918,"Osgoode, Russell, ON K4R 0C7, Canada",Ottawa,ON,Canada,918227,
1919,2801 Traverse Dr,Ottawa,ON,Canada,180703,132992
1920,"Flat 3, 22 Westcliffe Road",Ottawa,ON,Canada,477691,
1921,"Gatineau, Aylmer, QC, CA",Ottawa,ON,Canada,72315,10889
1922,"309 Frost Avenue, Ottawa, ON K1H 5M9, Canada",Ottawa,ON,Canada,337468,
1923,"Hammond, ON K0A 2A0, Canada",Ottawa,ON,Canada,301560,
1924,"Chelsea, QC J9B 1L2, Canada",Ottawa,ON,Canada,457410,
1925,"130 Marquette Avenue, Ottawa, ON K1L 5S2, Canada Unit 1",Ottawa,ON,Canada,140224,
1926,"Nepean, ON K2J 6H4, Canada",Ottawa,ON,Canada,426905,
1927,,Ottawa,ON,Canada,108056,16209
1928,"Ottawa, Barrhaven West, ON, CA",Ottawa,ON,Canada,83120,12468
1929,"316 Lorry Greenberg Drive, Ottawa, ON K1T 3J6, Canada",Ottawa,ON,Canada,192091,
1930,"Chelsea, QC J9B 1R6, Canada",Ottawa,ON,Canada,1131679,
1931,"Gatineau, QC J8X 2K1, Canada",Ottawa,ON,Canada,230409,
1932,,Ottawa,ON,Canada,192008,141304
1933,"Marlborough, Kemptville, ON K0G 1J0, Canada",Ottawa,ON,Canada,928368,
1934,"Gatineau, QC J8T 3L4, Canada",Ottawa,ON,Canada,247366,
1935,"West Centre Town, Ottawa, ON K1S 4L4, Canada",Ottawa,ON,Canada,260914,
1936,,Ottawa,ON,Canada,71484,10723
1937,"Kanata South, Stittsville, ON K2V 0H8, Canada",Ottawa,ON,Canada,342206,
1938,910 cinnabar way,Ottawa,ON,Canada,276707,203644
1939,"Chelsea, QC J9B 1H9, Canada",Ottawa,ON,Canada,1480617,
1940,"Gatineau, QC J8R 4C2, Canada",Ottawa,ON,Canada,237142,
1941,"111 Riverdale Avenue, Ottawa, ON K1S 5H6, Canada",Ottawa,ON,Canada,207717,
1942,"Gatineau, QC J8X 3R1, Canada",Ottawa,ON,Canada,321841,
1943,"District St - Raymond - Vanier, Gatineau, QC J8Y 1Y6, Canada",Ottawa,ON,Canada,772518,
1944,,Ottawa,ON,Canada,124265,91432
1945,"1249 Morrison Drive, Ottawa, ON K2H 7A1, Canada",Ottawa,ON,Canada,290754,
1946,"Gatineau, QC J9J 0A5, Canada",Ottawa,ON,Canada,250690,
1947,"District St - Raymond - Vanier, Gatineau, QC J8T 1V6, Canada",Ottawa,ON,Canada,105064,
1948,"Parliamentary Precinct, Gatineau, QC J8X 3N4, Canada",Ottawa,ON,Canada,159258,
1949,"Ottawa, ON K4A 3N6, Canada",Ottawa,ON,Canada,311700,
1950,"South Keys, Ottawa, ON K1T 3Y1, Canada",Ottawa,ON,Canada,301560,
1951,"Whitehaven, Ottawa, ON K2B 6B4, Canada",Ottawa,ON,Canada,880906,
1952,"Ottawa, Barrhaven East, ON, CA",Ottawa,ON,Canada,83120,12468
1953,"178 Hickory Street, Ottawa, ON K1V 1R6, Canada",Ottawa,ON,Canada,363484,
1954,"Gatineau, QC J9J 2S9, Canada",Ottawa,ON,Canada,338798,
1955,"Gatineau, QC J8X 3T1, Canada",Ottawa,ON,Canada,430313,
1956,"Central 3 - Hideaway, 340 McLeod Street, Ottawa, ON K2P 1A4, Canada",Ottawa,ON,Canada,197327,
1957,182 Heath St,Ottawa,ON,Canada,321841,
1958,"Gloucester, ON K1T 0E4, Canada",Ottawa,ON,Canada,179540,
1959,"Luskville, QC J0X 2G0, Canada",Ottawa,ON,Canada,653906,
1960,"(Old) Ottawa, Woodroffe North, ON, CA",Ottawa,ON,Canada,134821,14879
1961,"574 Tweedsmuir Avenue, Ottawa, ON K1Z 7C9, Canada",Ottawa,ON,Canada,467301,
1962,"Marlborough, Kemptville, ON K0G 1J0, Canada",Ottawa,ON,Canada,816571,
1963,"Gatineau, QC J8X 2K1, Canada",Ottawa,ON,Canada,132161,
1964,"Ottawa, ON K1Y 1B6, Canada",Ottawa,ON,Canada,301560,
1965,"Carleton Place, ON K7C 3P2, Canada",Ottawa,ON,Canada,2486951,
1966,"1928 Kingsdale Avenue, Ottawa, ON K1T 1N6, Canada",Ottawa,ON,Canada,197327,
1967,"Hull - Val-Tétreau, Gatineau, QC J8X 2X7, Canada",Ottawa,ON,Canada,233817,
1968,"Marlborough, Kemptville, ON K0G 1J0, Canada",Ottawa,ON,Canada,528561,
1969,"Ottawa, Barrhaven West, ON, CA",Ottawa,ON,Canada,70652,10640
1970,474 C Street,Ottawa,ON,Canada,158095,232736
1971,"1180 Ohio Street, Ottawa, ON K1H 8N6, Canada",Ottawa,ON,Canada,202481,
1972,"(Old) Ottawa, College, ON, CA",Ottawa,ON,Canada,74393,11139
1973,702 Magnolia St,Ottawa,ON,Canada,392992,
1974,"Ottawa, Beacon Heights, ON, CA",Ottawa,ON,Canada,78964,11887
1975,"Gatineau, QC J8X 2K1, Canada",Ottawa,ON,Canada,142302,
1976,"28 Hintonburg Place, Ottawa, ON K1Y 2H4, Canada",Ottawa,ON,Canada,290754,
1977,"Gatineau, Aylmer, QC, CA",Ottawa,ON,Canada,59016,8894
1978,"Ottawa, Rideau-Vanier, ON, CA",Ottawa,ON,Canada,99744,14962
1979,"Hudson Park, 235 Kent Street, Ottawa, ON K2P 2A4, Canada",Ottawa,ON,Canada,269974,
1980,124 First Ave,Ottawa,ON,Canada,149616,216112
1981,"Ottawa, ON K1Y 1B6, Canada",Ottawa,ON,Canada,250690,
1982,"Ottawa, ON K1V 7G7, Canada",Ottawa,ON,Canada,376118,
1983,"Somerset, Gatineau, QC J8X 2G6, Canada",Ottawa,ON,Canada,250690,
1984,30 Rutherford Crescent,Ottawa,ON,Canada,430313,
1985,"Carleton Place, ON K7C 3H2, Canada",Ottawa,ON,Canada,311700,
1986,"137 Rideau Terrace, Ottawa, ON K1M 1B2, Canada",Ottawa,ON,Canada,280364,
1987,"218 Viewmount Drive, Ottawa, ON K2E 7X5, Canada",Ottawa,ON,Canada,218107,
1988,"New Edinburgh, Gatineau, QC J8X 3W9, Canada",Ottawa,ON,Canada,220268,
1989,13 stevens ave apt 2,Ottawa,ON,Canada,276707,305466
1990,"137 Rideau Terrace, Ottawa, ON K1M 1B2, Canada",Ottawa,ON,Canada,244041,
1991,"Tunney's Pasture, Gatineau, QC J8Y 4X3, Canada",Ottawa,ON,Canada,518420,
1992,"Parliamentary Precinct, Gatineau, QC J8X 3T2, Canada",Ottawa,ON,Canada,474366,
1993,"Parliamentary Precinct, Gatineau, QC J8X 3N4, Canada",Ottawa,ON,Canada,165991,
1994,"Parliamentary Precinct, Gatineau, QC J8X 3L7, Canada",Ottawa,ON,Canada,376118,
1995,"Ottawa, College, ON, CA",Ottawa,ON,Canada,108056,16209
1996,"Carleton Place, ON K7C 0L1, Canada",Ottawa,ON,Canada,562474,
1997,"4334 Wildmint Square, Ottawa, ON K1V 2A7, Canada",Ottawa,ON,Canada,223261,
1998,"Gatineau, Hull, QC, CA",Ottawa,ON,Canada,74808,11222
1999,"334 Athlone Avenue, Ottawa, ON K1Z 5M4, Canada",Ottawa,ON,Canada,498471,
2000,"Ottawa, ON K1S 3E7, Canada",Ottawa,ON,Canada,372711,
2001,"Nepean, Gatineau, QC J9J 2T3, Canada",Ottawa,ON,Canada,840261,
2002,126 Hamilton st,Ottawa,ON,Canada,395319,290920
2003,"Ottawa, Avalon, ON, CA",Ottawa,ON,Canada,74808,11222
